开始时间,持续时间,事件大类,事件类别,内容类型,事件内容,备注,Tag,状态
2017-12-19 18:00,30,未分类,娱乐,未分类,,,,已完成
2017-12-19 18:30,30,未分类,学习,未分类,,,,已完成
2017-12-19 19:00,60,未分类,娱乐,未分类,,,,已完成
2017-12-19 20:00,180,未分类,学习,未分类,,,,已完成
2017-12-19 23:00,30,未分类,杂事,未分类,,,,已完成
2017-12-19 23:30,30,未分类,学习,未分类,,,,已完成
2017-12-20 00:00,30,未分类,杂事,未分类,,,,已完成
2017-12-20 00:30,480,未分类,睡觉,未分类,,,,已完成
2017-12-20 08:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-20 09:00,180,未分类,学习,未分类,,,,已完成
2017-12-20 12:00,15,未分类,杂事,未分类,,,,已完成
2017-12-20 12:15,105,未分类,运动,未分类,,,,已完成
2017-12-20 14:00,30,未分类,阅读,未分类,,,,已完成
2017-12-20 14:30,90,未分类,睡觉,未分类,,,,已完成
2017-12-20 16:00,90,未分类,工作,未分类,,,,已完成
2017-12-20 17:30,90,未分类,学习,未分类,,,,已完成
2017-12-20 19:00,60,未分类,学习,未分类,Python,,,已完成
2017-12-20 20:00,45,未分类,学习,未分类,ML,,,已完成
2017-12-20 20:45,135,未分类,学习,未分类,,,,已完成
2017-12-20 23:00,30,未分类,杂事,未分类,,,,已完成
2017-12-20 23:30,30,未分类,阅读,未分类,,,,已完成
2017-12-21 00:00,30,未分类,杂事,未分类,,,,已完成
2017-12-21 00:30,15,未分类,阅读,未分类,,,,已完成
2017-12-21 00:45,435,未分类,睡觉,未分类,,,,已完成
2017-12-21 08:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-21 08:30,180,未分类,工作,未分类,,,,已完成
2017-12-21 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-21 12:00,150,未分类,工作,未分类,,,,已完成
2017-12-21 14:30,45,未分类,娱乐,未分类,,,,已完成
2017-12-21 15:15,120,未分类,工作,未分类,,,,已完成
2017-12-21 17:15,135,未分类,娱乐,未分类,,,,已完成
2017-12-21 19:30,75,未分类,睡觉,未分类,,,,已完成
2017-12-21 20:45,30,未分类,杂事,未分类,,,,已完成
2017-12-21 21:15,30,未分类,工作,未分类,,,,已完成
2017-12-21 21:45,45,未分类,运动,未分类,,,,已完成
2017-12-21 22:30,90,未分类,杂事,未分类,,,,已完成
2017-12-22 00:00,15,未分类,阅读,未分类,,,,已完成
2017-12-22 00:15,480,未分类,睡觉,未分类,,,,已完成
2017-12-22 08:15,15,未分类,杂事,未分类,吃饭,,,已完成
2017-12-22 08:30,180,未分类,工作,未分类,,,,已完成
2017-12-22 11:30,15,未分类,杂事,未分类,吃饭,,,已完成
2017-12-22 11:45,195,未分类,工作,未分类,,,,已完成
2017-12-22 15:00,45,未分类,运动,未分类,,,,已完成
2017-12-22 15:45,15,未分类,娱乐,未分类,,,,已完成
2017-12-22 16:00,75,未分类,运动,未分类,,,,已完成
2017-12-22 17:15,165,未分类,娱乐,未分类,,,,已完成
2017-12-22 20:00,45,未分类,学习,未分类,ML,,,已完成
2017-12-22 20:45,105,未分类,学习,未分类,,,,已完成
2017-12-22 22:30,30,未分类,工作,未分类,,,,已完成
2017-12-22 23:00,75,未分类,杂事,未分类,,,,已完成
2017-12-23 00:15,435,未分类,睡觉,未分类,,,,已完成
2017-12-23 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-23 08:00,60,未分类,娱乐,未分类,,,,已完成
2017-12-23 09:00,60,未分类,学习,未分类,Python,,,已完成
2017-12-23 10:00,630,未分类,娱乐,未分类,,,,已完成
2017-12-23 20:30,30,未分类,睡觉,未分类,,,,已完成
2017-12-23 21:00,30,未分类,娱乐,未分类,,,,已完成
2017-12-23 21:30,30,未分类,学习,未分类,,,,已完成
2017-12-23 22:00,75,未分类,娱乐,未分类,,,,已完成
2017-12-23 23:15,75,未分类,杂事,未分类,,,,已完成
2017-12-24 00:30,450,未分类,睡觉,未分类,,,,已完成
2017-12-24 08:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-24 08:30,180,未分类,学习,未分类,,,,已完成
2017-12-24 11:30,30,未分类,娱乐,未分类,,,,已完成
2017-12-24 12:00,15,未分类,杂事,未分类,吃饭,,,已完成
2017-12-24 12:15,75,未分类,运动,未分类,,,,已完成
2017-12-24 13:30,30,未分类,娱乐,未分类,,,,已完成
2017-12-24 14:00,30,未分类,运动,未分类,,,,已完成
2017-12-24 14:30,105,未分类,学习,未分类,,,,已完成
2017-12-24 16:15,225,未分类,娱乐,未分类,,,,已完成
2017-12-24 20:00,120,未分类,学习,未分类,,,,已完成
2017-12-24 22:00,45,未分类,娱乐,未分类,,,,已完成
2017-12-24 22:45,105,未分类,杂事,未分类,,,,已完成
2017-12-25 00:30,465,未分类,睡觉,未分类,,,,已完成
2017-12-25 08:15,15,未分类,杂事,未分类,吃饭,,,已完成
2017-12-25 08:30,165,未分类,学习,未分类,,,,已完成
2017-12-25 11:15,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-25 11:45,30,未分类,娱乐,未分类,,,,已完成
2017-12-25 12:15,30,未分类,运动,未分类,,,,已完成
2017-12-25 12:45,135,未分类,工作,未分类,,,,已完成
2017-12-25 15:00,30,未分类,学习,未分类,,,,已完成
2017-12-25 15:30,210,未分类,娱乐,未分类,,,,已完成
2017-12-25 19:00,60,未分类,杂事,未分类,,,,已完成
2017-12-25 20:00,120,未分类,学习,未分类,,,,已完成
2017-12-25 22:00,60,未分类,娱乐,未分类,,,,已完成
2017-12-25 23:00,30,未分类,杂事,未分类,,,,已完成
2017-12-25 23:30,60,未分类,阅读,未分类,,,,已完成
2017-12-26 00:30,420,未分类,睡觉,未分类,,,,已完成
2017-12-26 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-26 08:00,60,未分类,学习,未分类,,,,已完成
2017-12-26 09:00,45,未分类,娱乐,未分类,,,,已完成
2017-12-26 09:45,105,未分类,学习,未分类,,,,已完成
2017-12-26 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-26 12:00,30,未分类,学习,未分类,,,,已完成
2017-12-26 12:30,105,未分类,娱乐,未分类,,,,已完成
2017-12-26 14:15,45,未分类,杂事,未分类,,,,已完成
2017-12-26 15:00,105,未分类,学习,未分类,,,,已完成
2017-12-26 16:45,15,未分类,睡觉,未分类,,,,已完成
2017-12-26 17:00,45,未分类,学习,未分类,,,,已完成
2017-12-26 17:45,15,未分类,娱乐,未分类,,,,已完成
2017-12-26 18:00,30,未分类,阅读,未分类,,,,已完成
2017-12-26 18:30,270,未分类,娱乐,未分类,,,,已完成
2017-12-26 23:00,90,未分类,杂事,未分类,,,,已完成
2017-12-27 00:30,435,未分类,睡觉,未分类,,,,已完成
2017-12-27 07:45,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-27 08:15,60,未分类,娱乐,未分类,,,,已完成
2017-12-27 09:15,135,未分类,学习,未分类,,,,已完成
2017-12-27 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-27 12:00,30,未分类,娱乐,未分类,,,,已完成
2017-12-27 12:30,45,未分类,运动,未分类,,,,已完成
2017-12-27 13:15,255,未分类,学习,未分类,,,,已完成
2017-12-27 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-27 18:00,90,未分类,娱乐,未分类,,,,已完成
2017-12-27 19:30,150,未分类,学习,未分类,,,,已完成
2017-12-27 22:00,30,未分类,娱乐,未分类,,,,已完成
2017-12-27 22:30,30,未分类,学习,未分类,,,,已完成
2017-12-27 23:00,45,未分类,杂事,未分类,,,,已完成
2017-12-27 23:45,60,未分类,阅读,未分类,,,,已完成
2017-12-28 00:45,465,未分类,睡觉,未分类,,,,已完成
2017-12-28 08:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-28 09:00,150,未分类,学习,未分类,,,,已完成
2017-12-28 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-28 12:00,30,未分类,工作,未分类,,,,已完成
2017-12-28 12:30,120,未分类,学习,未分类,,,,已完成
2017-12-28 14:30,30,未分类,睡觉,未分类,,,,已完成
2017-12-28 15:00,90,未分类,学习,未分类,,,,已完成
2017-12-28 16:30,45,未分类,娱乐,未分类,,,,已完成
2017-12-28 17:15,240,未分类,工作,未分类,,,,已完成
2017-12-28 21:15,90,未分类,娱乐,未分类,,,,已完成
2017-12-28 22:45,15,未分类,学习,未分类,,,,已完成
2017-12-28 23:00,105,未分类,娱乐,未分类,,,,已完成
2017-12-29 00:45,405,未分类,睡觉,未分类,,,,已完成
2017-12-29 07:30,15,未分类,杂事,未分类,吃饭,,,已完成
2017-12-29 07:45,30,未分类,睡觉,未分类,,,,已完成
2017-12-29 08:15,15,未分类,杂事,未分类,吃饭,,,已完成
2017-12-29 08:30,60,未分类,娱乐,未分类,,,,已完成
2017-12-29 09:30,120,未分类,学习,未分类,,,,已完成
2017-12-29 11:30,15,未分类,杂事,未分类,吃饭,,,已完成
2017-12-29 11:45,120,未分类,运动,未分类,,,,已完成
2017-12-29 13:45,210,未分类,学习,未分类,,,,已完成
2017-12-29 17:15,30,未分类,杂事,未分类,吃饭,,,已完成
2017-12-29 17:45,75,未分类,娱乐,未分类,,,,已完成
2017-12-29 19:00,240,未分类,学习,未分类,,,,已完成
2017-12-29 23:00,90,未分类,杂事,未分类,,,,已完成
2017-12-30 00:30,480,未分类,睡觉,未分类,,,,已完成
2017-12-30 08:30,390,未分类,娱乐,未分类,,,,已完成
2017-12-30 15:00,30,未分类,阅读,未分类,,,,已完成
2017-12-30 15:30,300,未分类,娱乐,未分类,,,,已完成
2017-12-30 20:30,30,未分类,阅读,未分类,,,,已完成
2017-12-30 21:00,210,未分类,娱乐,未分类,,,,已完成
2017-12-31 00:30,30,未分类,阅读,未分类,,,,已完成
2017-12-31 01:00,450,未分类,睡觉,未分类,,,,已完成
2017-12-31 08:30,15,未分类,杂事,未分类,吃饭,,,已完成
2017-12-31 08:45,30,未分类,阅读,未分类,,,,已完成
2017-12-31 09:15,225,未分类,娱乐,未分类,,,,已完成
2017-12-31 13:00,120,未分类,运动,未分类,,,,已完成
2017-12-31 15:00,30,未分类,娱乐,未分类,,,,已完成
2017-12-31 15:30,90,未分类,阅读,未分类,,,,已完成
2017-12-31 17:00,165,未分类,娱乐,未分类,,,,已完成
2017-12-31 19:45,135,未分类,工作,未分类,,,,已完成
2017-12-31 22:00,150,未分类,娱乐,未分类,,,,已完成
2018-01-01 00:30,465,未分类,睡觉,未分类,,,,已完成
2018-01-01 08:15,30,未分类,杂事,未分类,,,,已完成
2018-01-01 08:45,15,未分类,杂事,未分类,吃饭,,,已完成
2018-01-01 09:00,90,未分类,工作,未分类,,,,已完成
2018-01-01 10:30,75,未分类,娱乐,未分类,,,,已完成
2018-01-01 11:45,60,未分类,杂事,未分类,吃饭,,,已完成
2018-01-01 12:45,105,未分类,运动,未分类,,,,已完成
2018-01-01 14:30,30,未分类,娱乐,未分类,,,,已完成
2018-01-01 15:00,150,未分类,阅读,未分类,,,,已完成
2018-01-01 17:30,120,未分类,娱乐,未分类,,,,已完成
2018-01-01 19:30,135,未分类,工作,未分类,,,,已完成
2018-01-01 21:45,30,未分类,娱乐,未分类,,,,已完成
2018-01-01 22:15,75,未分类,工作,未分类,,,,已完成
2018-01-01 23:30,60,未分类,娱乐,未分类,,,,已完成
2018-01-02 00:30,420,未分类,睡觉,未分类,,,,已完成
2018-01-02 07:30,15,未分类,杂事,未分类,吃饭,,,已完成
2018-01-02 07:45,225,未分类,工作,未分类,,,,已完成
2018-01-02 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-02 12:00,135,未分类,学习,未分类,,,,已完成
2018-01-02 14:15,45,未分类,睡觉,未分类,,,,已完成
2018-01-02 15:00,150,未分类,学习,未分类,,,,已完成
2018-01-02 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-02 18:00,120,未分类,娱乐,未分类,,,,已完成
2018-01-02 20:00,75,未分类,学习,未分类,,,,已完成
2018-01-02 21:15,60,未分类,娱乐,未分类,,,,已完成
2018-01-02 22:15,45,未分类,学习,未分类,,,,已完成
2018-01-02 23:00,45,未分类,杂事,未分类,,,,已完成
2018-01-02 23:45,15,未分类,阅读,未分类,,,,已完成
2018-01-03 00:00,30,未分类,娱乐,未分类,,,,已完成
2018-01-03 00:30,435,未分类,睡觉,未分类,,,,已完成
2018-01-03 07:45,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-03 08:15,60,未分类,娱乐,未分类,,,,已完成
2018-01-03 09:15,120,未分类,学习,未分类,,,,已完成
2018-01-03 11:15,15,未分类,杂事,未分类,吃饭,,,已完成
2018-01-03 11:30,150,未分类,运动,未分类,,,,已完成
2018-01-03 14:00,195,未分类,学习,未分类,,,,已完成
2018-01-03 17:15,15,未分类,工作,未分类,,,,已完成
2018-01-03 17:30,15,未分类,杂事,未分类,吃饭,,,已完成
2018-01-03 17:45,150,未分类,工作,未分类,,,,已完成
2018-01-03 20:15,165,未分类,学习,未分类,,,,已完成
2018-01-03 23:00,90,未分类,娱乐,未分类,,,,已完成
2018-01-04 00:30,90,未分类,工作,未分类,,,,已完成
2018-01-04 02:00,390,未分类,睡觉,未分类,,,,已完成
2018-01-04 08:30,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-04 09:00,30,未分类,娱乐,未分类,,,,已完成
2018-01-04 09:30,90,未分类,学习,未分类,,,,已完成
2018-01-04 11:00,30,未分类,工作,未分类,,,,已完成
2018-01-04 11:30,15,未分类,杂事,未分类,吃饭,,,已完成
2018-01-04 11:45,30,未分类,娱乐,未分类,,,,已完成
2018-01-04 12:15,30,未分类,学习,未分类,,,,已完成
2018-01-04 12:45,135,未分类,睡觉,未分类,,,,已完成
2018-01-04 15:00,135,未分类,学习,未分类,,,,已完成
2018-01-04 17:15,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-04 17:45,15,未分类,学习,未分类,,,,已完成
2018-01-04 18:00,15,未分类,娱乐,未分类,,,,已完成
2018-01-04 18:15,30,未分类,学习,未分类,,,,已完成
2018-01-04 18:45,105,未分类,工作,未分类,,,,已完成
2018-01-04 20:30,150,未分类,娱乐,未分类,,,,已完成
2018-01-04 23:00,60,未分类,杂事,未分类,,,,已完成
2018-01-05 00:00,30,未分类,娱乐,未分类,,,,已完成
2018-01-05 00:30,465,未分类,睡觉,未分类,,,,已完成
2018-01-05 08:15,15,未分类,杂事,未分类,,,,已完成
2018-01-05 08:30,165,未分类,学习,未分类,,,,已完成
2018-01-05 11:15,135,未分类,运动,未分类,,,,已完成
2018-01-05 13:30,105,未分类,工作,未分类,,,,已完成
2018-01-05 15:15,15,未分类,学习,未分类,,,,已完成
2018-01-05 15:30,15,未分类,娱乐,未分类,,,,已完成
2018-01-05 15:45,30,未分类,学习,未分类,,,,已完成
2018-01-05 16:15,15,未分类,娱乐,未分类,,,,已完成
2018-01-05 16:30,45,未分类,学习,未分类,,,,已完成
2018-01-05 17:15,120,未分类,阅读,未分类,,,,已完成
2018-01-05 19:15,45,未分类,睡觉,未分类,,,,已完成
2018-01-05 20:00,75,未分类,学习,未分类,,,,已完成
2018-01-05 21:15,105,未分类,工作,未分类,,,,已完成
2018-01-05 23:00,45,未分类,杂事,未分类,,,,已完成
2018-01-05 23:45,60,未分类,娱乐,未分类,,,,已完成
2018-01-06 00:45,465,未分类,睡觉,未分类,,,,已完成
2018-01-06 08:30,30,未分类,娱乐,未分类,,,,已完成
2018-01-06 09:00,90,未分类,工作,未分类,,,,已完成
2018-01-06 10:30,60,未分类,娱乐,未分类,,,,已完成
2018-01-06 11:30,45,未分类,杂事,未分类,吃饭,,,已完成
2018-01-06 12:15,15,未分类,阅读,未分类,,,,已完成
2018-01-06 12:30,75,未分类,娱乐,未分类,,,,已完成
2018-01-06 13:45,15,未分类,工作,未分类,,,,已完成
2018-01-06 14:00,180,未分类,娱乐,未分类,,,,已完成
2018-01-06 17:00,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-06 17:30,300,未分类,娱乐,未分类,,,,已完成
2018-01-06 22:30,30,未分类,阅读,未分类,,,,已完成
2018-01-06 23:00,75,未分类,娱乐,未分类,,,,已完成
2018-01-07 00:15,495,未分类,睡觉,未分类,,,,已完成
2018-01-07 08:30,30,未分类,杂事,未分类,,,,已完成
2018-01-07 09:00,15,未分类,杂事,未分类,吃饭,,,已完成
2018-01-07 09:15,75,未分类,学习,未分类,,,,已完成
2018-01-07 10:30,30,未分类,娱乐,未分类,,,,已完成
2018-01-07 11:00,30,未分类,学习,未分类,,,,已完成
2018-01-07 11:30,45,未分类,杂事,未分类,,,,已完成
2018-01-07 12:15,30,未分类,娱乐,未分类,,,,已完成
2018-01-07 12:45,135,未分类,运动,未分类,,,,已完成
2018-01-07 15:00,105,未分类,阅读,未分类,,,,已完成
2018-01-07 16:45,45,未分类,娱乐,未分类,,,,已完成
2018-01-07 17:30,90,未分类,阅读,未分类,,,,已完成
2018-01-07 19:00,150,未分类,学习,未分类,,,,已完成
2018-01-07 21:30,60,未分类,娱乐,未分类,,,,已完成
2018-01-07 22:30,45,未分类,阅读,未分类,,,,已完成
2018-01-07 23:15,45,未分类,杂事,未分类,,,,已完成
2018-01-08 00:00,30,未分类,娱乐,未分类,,,,已完成
2018-01-08 00:30,90,未分类,学习,未分类,,,,已完成
2018-01-08 02:00,420,未分类,睡觉,未分类,,,,已完成
2018-01-08 09:00,150,未分类,学习,未分类,,,,已完成
2018-01-08 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-08 12:00,120,未分类,运动,未分类,,,,已完成
2018-01-08 14:00,120,未分类,学习,未分类,,,,已完成
2018-01-08 16:00,90,未分类,工作,未分类,,,,已完成
2018-01-08 17:30,30,未分类,学习,未分类,,,,已完成
2018-01-08 18:00,30,未分类,娱乐,未分类,,,,已完成
2018-01-08 18:30,60,未分类,睡觉,未分类,,,,已完成
2018-01-08 19:30,150,未分类,学习,未分类,,,,已完成
2018-01-08 22:00,15,未分类,娱乐,未分类,,,,已完成
2018-01-08 22:15,15,未分类,学习,未分类,,,,已完成
2018-01-08 22:30,30,未分类,娱乐,未分类,,,,已完成
2018-01-08 23:00,90,未分类,杂事,未分类,,,,已完成
2018-01-09 00:30,420,未分类,睡觉,未分类,,,,已完成
2018-01-09 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-09 08:00,150,未分类,学习,未分类,,,,已完成
2018-01-09 10:30,30,未分类,娱乐,未分类,,,,已完成
2018-01-09 11:00,30,未分类,学习,未分类,,,,已完成
2018-01-09 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-09 12:00,60,未分类,学习,未分类,,,,已完成
2018-01-09 13:00,60,未分类,娱乐,未分类,,,,已完成
2018-01-09 14:00,120,未分类,睡觉,未分类,,,,已完成
2018-01-09 16:00,60,未分类,学习,未分类,,,,已完成
2018-01-09 17:00,30,未分类,娱乐,未分类,,,,已完成
2018-01-09 17:30,15,未分类,学习,未分类,,,,已完成
2018-01-09 17:45,30,未分类,娱乐,未分类,,,,已完成
2018-01-09 18:15,105,未分类,阅读,未分类,,,,已完成
2018-01-09 20:00,120,未分类,娱乐,未分类,,,,已完成
2018-01-09 22:00,60,未分类,阅读,未分类,,,,已完成
2018-01-09 23:00,45,未分类,杂事,未分类,,,,已完成
2018-01-09 23:45,45,未分类,阅读,未分类,,,,已完成
2018-01-10 00:30,375,未分类,睡觉,未分类,,,,已完成
2018-01-10 06:45,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-10 07:15,30,未分类,杂事,未分类,等车,,,已完成
2018-01-10 07:45,285,未分类,学习,未分类,,,,已完成
2018-01-10 12:30,60,未分类,杂事,未分类,,,,已完成
2018-01-10 13:30,135,未分类,运动,未分类,,,,已完成
2018-01-10 15:45,75,未分类,学习,未分类,,,,已完成
2018-01-10 17:00,60,未分类,娱乐,未分类,,,,已完成
2018-01-10 18:00,300,未分类,学习,未分类,,,,已完成
2018-01-10 23:00,90,未分类,杂事,未分类,,,,已完成
2018-01-11 00:30,510,未分类,睡觉,未分类,,,,已完成
2018-01-11 09:00,30,未分类,杂事,未分类,,,,已完成
2018-01-11 09:30,45,未分类,娱乐,未分类,,,,已完成
2018-01-11 10:15,75,未分类,学习,未分类,,,,已完成
2018-01-11 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-11 12:00,300,未分类,工作,未分类,,,,已完成
2018-01-11 17:00,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-11 17:30,90,未分类,娱乐,未分类,,,,已完成
2018-01-11 19:00,60,未分类,工作,未分类,,,,已完成
2018-01-11 20:00,30,未分类,娱乐,未分类,,,,已完成
2018-01-11 20:30,30,未分类,杂事,未分类,,,,已完成
2018-01-11 21:00,15,未分类,娱乐,未分类,,,,已完成
2018-01-11 21:15,105,未分类,工作,未分类,,,,已完成
2018-01-11 23:00,90,未分类,杂事,未分类,,,,已完成
2018-01-12 00:30,450,未分类,睡觉,未分类,,,,已完成
2018-01-12 08:00,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-12 08:30,90,未分类,工作,未分类,,,,已完成
2018-01-12 10:00,60,未分类,娱乐,未分类,,,,已完成
2018-01-12 11:00,60,未分类,工作,未分类,,,,已完成
2018-01-12 12:00,90,未分类,运动,未分类,,,,已完成
2018-01-12 13:30,225,未分类,工作,未分类,,,,已完成
2018-01-12 17:15,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-12 17:45,180,未分类,工作,未分类,,,,已完成
2018-01-12 20:45,135,未分类,学习,未分类,,,,已完成
2018-01-12 23:00,30,未分类,杂事,未分类,,,,已完成
2018-01-12 23:30,45,未分类,娱乐,未分类,,,,已完成
2018-01-13 00:15,105,未分类,学习,未分类,,,,已完成
2018-01-13 02:00,420,未分类,睡觉,未分类,,,,已完成
2018-01-13 09:00,30,未分类,娱乐,未分类,,,,已完成
2018-01-13 09:30,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-13 10:00,90,未分类,工作,未分类,,,,已完成
2018-01-13 11:30,30,未分类,杂事,未分类,,,,已完成
2018-01-13 12:00,105,未分类,娱乐,未分类,,,,已完成
2018-01-13 13:45,195,未分类,学习,未分类,,,,已完成
2018-01-13 17:00,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-13 17:30,90,未分类,娱乐,未分类,,,,已完成
2018-01-13 19:00,240,未分类,学习,未分类,,,,已完成
2018-01-13 23:00,105,未分类,杂事,未分类,,,,已完成
2018-01-14 00:45,465,未分类,睡觉,未分类,,,,已完成
2018-01-14 08:30,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-14 09:00,180,未分类,学习,未分类,,,,已完成
2018-01-14 12:00,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-14 12:30,90,未分类,运动,未分类,,,,已完成
2018-01-14 14:00,180,未分类,学习,未分类,,,,已完成
2018-01-14 17:00,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-14 17:30,30,未分类,学习,未分类,,,,已完成
2018-01-14 18:00,60,未分类,娱乐,未分类,,,,已完成
2018-01-14 19:00,210,未分类,学习,未分类,,,,已完成
2018-01-14 22:30,15,未分类,娱乐,未分类,,,,已完成
2018-01-14 22:45,15,未分类,学习,未分类,,,,已完成
2018-01-14 23:00,90,未分类,杂事,未分类,,,,已完成
2018-01-15 00:30,510,未分类,睡觉,未分类,,,,已完成
2018-01-15 09:00,45,未分类,工作,未分类,,,,已完成
2018-01-15 09:45,30,未分类,杂事,未分类,,,,已完成
2018-01-15 10:15,45,未分类,学习,未分类,,,,已完成
2018-01-15 11:00,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-15 11:30,135,未分类,运动,未分类,,,,已完成
2018-01-15 13:45,30,未分类,娱乐,未分类,,,,已完成
2018-01-15 14:15,195,未分类,学习,未分类,,,,已完成
2018-01-15 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-15 18:00,120,未分类,娱乐,未分类,,,,已完成
2018-01-15 20:00,180,未分类,学习,未分类,,,,已完成
2018-01-15 23:00,60,未分类,杂事,未分类,,,,已完成
2018-01-16 00:00,30,未分类,阅读,未分类,,,,已完成
2018-01-16 00:30,480,未分类,睡觉,未分类,,,,已完成
2018-01-16 08:30,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-16 09:00,120,未分类,学习,未分类,,,,已完成
2018-01-16 11:00,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-16 11:30,60,未分类,娱乐,未分类,,,,已完成
2018-01-16 12:30,105,未分类,学习,未分类,,,,已完成
2018-01-16 14:15,165,未分类,阅读,未分类,,,,已完成
2018-01-16 17:00,30,未分类,娱乐,未分类,,,,已完成
2018-01-16 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-16 18:00,120,未分类,娱乐,未分类,,,,已完成
2018-01-16 20:00,120,未分类,学习,未分类,,,,已完成
2018-01-16 22:00,45,未分类,阅读,未分类,,,,已完成
2018-01-16 22:45,15,未分类,娱乐,未分类,,,,已完成
2018-01-16 23:00,75,未分类,杂事,未分类,,,,已完成
2018-01-17 00:15,480,未分类,睡觉,未分类,,,,已完成
2018-01-17 08:15,30,未分类,娱乐,未分类,,,,已完成
2018-01-17 08:45,15,未分类,杂事,未分类,,,,已完成
2018-01-17 09:00,120,未分类,阅读,未分类,,,,已完成
2018-01-17 11:00,15,未分类,杂事,未分类,,,,已完成
2018-01-17 11:15,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-17 11:45,30,未分类,娱乐,未分类,,,,已完成
2018-01-17 12:15,120,未分类,运动,未分类,,,,已完成
2018-01-17 14:15,15,未分类,阅读,未分类,,,,已完成
2018-01-17 14:30,30,未分类,运动,未分类,,,,已完成
2018-01-17 15:00,15,未分类,娱乐,未分类,,,,已完成
2018-01-17 15:15,15,未分类,阅读,未分类,,,,已完成
2018-01-17 15:30,90,未分类,娱乐,未分类,,,,已完成
2018-01-17 17:00,15,未分类,学习,未分类,,,,已完成
2018-01-17 17:15,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-17 17:45,225,未分类,学习,未分类,,,,已完成
2018-01-17 21:30,105,未分类,阅读,未分类,,,,已完成
2018-01-17 23:15,105,未分类,娱乐,未分类,,,,已完成
2018-01-18 01:00,435,未分类,睡觉,未分类,,,,已完成
2018-01-18 08:15,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-18 08:45,75,未分类,学习,未分类,,,,已完成
2018-01-18 10:00,60,未分类,阅读,未分类,,,,已完成
2018-01-18 11:00,15,未分类,学习,未分类,,,,已完成
2018-01-18 11:15,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-18 11:45,75,未分类,娱乐,未分类,,,,已完成
2018-01-18 13:00,105,未分类,学习,未分类,,,,已完成
2018-01-18 14:45,60,未分类,睡觉,未分类,,,,已完成
2018-01-18 15:45,105,未分类,阅读,未分类,,,,已完成
2018-01-18 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-18 18:00,120,未分类,娱乐,未分类,,,,已完成
2018-01-18 20:00,150,未分类,阅读,未分类,,,,已完成
2018-01-18 22:30,30,未分类,娱乐,未分类,,,,已完成
2018-01-18 23:00,60,未分类,杂事,未分类,,,,已完成
2018-01-19 00:00,30,未分类,娱乐,未分类,,,,已完成
2018-01-19 00:30,30,未分类,阅读,未分类,,,,已完成
2018-01-19 01:00,420,未分类,睡觉,未分类,,,,已完成
2018-01-19 08:00,30,未分类,杂事,未分类,吃饭,,,已完成
2018-01-19 08:30,120,未分类,阅读,未分类,,,,已完成
2018-01-19 10:30,30,未分类,学习,未分类,,,,已完成
2018-01-19 11:00,30,未分类,娱乐,未分类,,,,已完成
